session_id,cart,checkout,purchase,view,view_to_cart_time,cart_to_checkout_time,checkout_to_purchase_time
3187,,,,2024-01-22 11:41:00,,,
3188,2024-01-02 22:05:00,2024-01-02 22:08:00,2024-01-02 22:11:00,2024-01-02 22:02:00,3.0,3.0,3.0
3189,2024-01-15 00:42:00,2024-01-15 00:45:00,2024-01-15 00:49:00,2024-01-15 00:40:00,2.0,3.0,4.0
3190,,,,2024-01-27 15:43:00,,,
3191,,,,2024-01-08 13:49:00,,,
3192,,,,2024-02-04 04:51:00,,,
3193,,,,2024-01-08 13:48:00,,,
3194,,,,2024-01-19 15:39:00,,,
3195,,,,2024-01-22 16:04:00,,,
3196,,,,2024-01-12 03:29:00,,,
3197,,,,2024-01-29 20:53:00,,,
3198,,,,2024-01-07 13:20:00,,,
3199,,,,2024-01-29 00:57:00,,,
3200,2024-01-02 10:34:00,,,2024-01-02 10:31:00,3.0,,
3201,,,,2024-01-04 02:18:00,,,
3202,,,,2024-01-08 19:06:00,,,
3203,,,,2024-01-17 06:44:00,,,
3204,2024-01-30 23:41:00,2024-01-30 23:44:00,2024-01-30 23:45:00,2024-01-30 23:40:00,1.0,3.0,1.0
3205,,,,2024-01-13 05:19:00,,,
3206,2024-01-08 04:16:00,,,2024-01-08 04:12:00,4.0,,
3207,2024-01-09 16:56:00,,,2024-01-09 16:55:00,1.0,,
3208,2024-01-04 10:39:00,,,2024-01-04 10:36:00,3.0,,
3209,2024-01-29 11:16:00,2024-01-29 11:18:00,2024-01-29 11:22:00,2024-01-29 11:15:00,1.0,2.0,4.0
3210,2024-01-06 16:09:00,2024-01-06 16:12:00,2024-01-06 16:15:00,2024-01-06 16:08:00,1.0,3.0,3.0
3211,2024-01-02 06:07:00,2024-01-02 06:09:00,2024-01-02 06:13:00,2024-01-02 06:05:00,2.0,2.0,4.0
3212,,,,2024-01-30 18:29:00,,,
3213,,,,2024-01-27 21:17:00,,,
3214,2024-01-02 09:11:00,,,2024-01-02 09:10:00,1.0,,
3215,2024-01-23 19:51:00,,,2024-01-23 19:47:00,4.0,,
3216,2024-01-28 03:31:00,2024-01-28 03:32:00,2024-01-28 03:34:00,2024-01-28 03:29:00,2.0,1.0,2.0
3217,2024-01-06 15:10:00,,,2024-01-06 15:06:00,4.0,,
3218,2024-02-04 16:24:00,2024-02-04 16:27:00,2024-02-04 16:28:00,2024-02-04 16:22:00,2.0,3.0,1.0
3219,2024-01-16 20:28:00,,,2024-01-16 20:25:00,3.0,,
3220,2024-02-01 20:43:00,,,2024-02-01 20:41:00,2.0,,
3221,,,,2024-01-05 00:13:00,,,
3222,,,,2024-01-26 08:04:00,,,
3223,,,,2024-01-07 01:54:00,,,
3224,2024-01-04 02:09:00,2024-01-04 02:13:00,,2024-01-04 02:08:00,1.0,4.0,
3225,,,,2024-01-12 06:34:00,,,
3226,2024-01-27 10:17:00,2024-01-27 10:19:00,,2024-01-27 10:14:00,3.0,2.0,
3227,2024-01-17 12:22:00,,,2024-01-17 12:18:00,4.0,,
3228,2024-01-09 18:07:00,2024-01-09 18:11:00,,2024-01-09 18:05:00,2.0,4.0,
3229,2024-02-03 16:42:00,2024-02-03 16:43:00,2024-02-03 16:47:00,2024-02-03 16:41:00,1.0,1.0,4.0
3230,,,,2024-02-02 09:03:00,,,
3231,2024-01-21 22:26:00,2024-01-21 22:28:00,2024-01-21 22:31:00,2024-01-21 22:22:00,4.0,2.0,3.0
3232,2024-01-05 04:45:00,2024-01-05 04:46:00,,2024-01-05 04:43:00,2.0,1.0,
3233,,,,2024-01-30 04:56:00,,,
3234,2024-01-31 22:34:00,,,2024-01-31 22:31:00,3.0,,
3235,,,,2024-01-14 20:29:00,,,
3236,,,,2024-01-07 09:45:00,,,
3237,2024-01-09 05:50:00,2024-01-09 05:53:00,2024-01-09 05:57:00,2024-01-09 05:47:00,3.0,3.0,4.0
3238,,,,2024-01-13 22:58:00,,,
3239,,,,2024-01-28 21:47:00,,,
3240,2024-01-22 03:35:00,2024-01-22 03:38:00,2024-01-22 03:40:00,2024-01-22 03:32:00,3.0,3.0,2.0
3241,2024-01-31 19:12:00,2024-01-31 19:15:00,2024-01-31 19:16:00,2024-01-31 19:09:00,3.0,3.0,1.0
3242,,,,2024-01-11 10:23:00,,,
3243,,,,2024-01-23 06:37:00,,,
3244,2024-01-29 11:23:00,2024-01-29 11:26:00,2024-01-29 11:29:00,2024-01-29 11:22:00,1.0,3.0,3.0
3245,,,,2024-01-31 22:08:00,,,
3246,2024-01-10 00:42:00,2024-01-10 00:44:00,2024-01-10 00:48:00,2024-01-10 00:39:00,3.0,2.0,4.0
3247,2024-01-28 06:47:00,2024-01-28 06:50:00,2024-01-28 06:53:00,2024-01-28 06:43:00,4.0,3.0,3.0
3248,,,,2024-01-28 09:02:00,,,
3249,2024-01-30 18:13:00,,,2024-01-30 18:11:00,2.0,,
3250,,,,2024-01-14 13:23:00,,,
3251,,,,2024-02-02 20:13:00,,,
3252,2024-01-15 16:10:00,,,2024-01-15 16:07:00,3.0,,
3253,,,,2024-01-15 09:03:00,,,
3254,,,,2024-01-14 01:49:00,,,
3255,,,,2024-01-20 03:53:00,,,
3256,2024-01-20 09:24:00,2024-01-20 09:25:00,2024-01-20 09:27:00,2024-01-20 09:21:00,3.0,1.0,2.0
3257,2024-01-13 03:30:00,,,2024-01-13 03:26:00,4.0,,
3258,,,,2024-01-16 19:16:00,,,
3259,,,,2024-01-19 11:04:00,,,
3260,2024-01-05 23:07:00,2024-01-05 23:09:00,2024-01-05 23:11:00,2024-01-05 23:06:00,1.0,2.0,2.0
3261,,,,2024-01-01 23:54:00,,,
3262,2024-01-17 23:22:00,2024-01-17 23:25:00,2024-01-17 23:29:00,2024-01-17 23:18:00,4.0,3.0,4.0
3263,,,,2024-01-19 09:00:00,,,
3264,2024-01-27 00:23:00,2024-01-27 00:24:00,2024-01-27 00:25:00,2024-01-27 00:20:00,3.0,1.0,1.0
3265,2024-01-22 12:34:00,2024-01-22 12:35:00,2024-01-22 12:39:00,2024-01-22 12:31:00,3.0,1.0,4.0
3266,2024-01-24 08:17:00,2024-01-24 08:21:00,2024-01-24 08:24:00,2024-01-24 08:13:00,4.0,4.0,3.0
3267,2024-01-16 07:43:00,2024-01-16 07:46:00,,2024-01-16 07:39:00,4.0,3.0,
3268,2024-01-30 05:00:00,2024-01-30 05:04:00,,2024-01-30 04:57:00,3.0,4.0,
3269,,,,2024-01-19 13:55:00,,,
3270,,,,2024-01-21 05:38:00,,,
3271,2024-01-16 07:53:00,2024-01-16 07:55:00,,2024-01-16 07:50:00,3.0,2.0,
3272,2024-01-28 06:25:00,2024-01-28 06:27:00,,2024-01-28 06:24:00,1.0,2.0,
3273,2024-01-28 13:40:00,2024-01-28 13:42:00,2024-01-28 13:43:00,2024-01-28 13:36:00,4.0,2.0,1.0
3274,2024-01-31 16:20:00,,,2024-01-31 16:16:00,4.0,,
3275,,,,2024-01-17 10:27:00,,,
3276,,,,2024-01-29 08:14:00,,,
3277,,,,2024-02-02 11:39:00,,,
3278,,,,2024-01-04 12:15:00,,,
3279,2024-01-10 05:56:00,2024-01-10 06:00:00,2024-01-10 06:03:00,2024-01-10 05:54:00,2.0,4.0,3.0
3280,2024-01-30 20:29:00,,,2024-01-30 20:26:00,3.0,,
3281,2024-01-21 12:14:00,,,2024-01-21 12:10:00,4.0,,
3282,2024-01-09 15:33:00,2024-01-09 15:36:00,2024-01-09 15:40:00,2024-01-09 15:31:00,2.0,3.0,4.0
3283,,,,2024-01-04 13:55:00,,,
3284,2024-02-02 19:08:00,2024-02-02 19:12:00,2024-02-02 19:14:00,2024-02-02 19:05:00,3.0,4.0,2.0
3285,2024-01-21 08:53:00,2024-01-21 08:55:00,2024-01-21 08:56:00,2024-01-21 08:52:00,1.0,2.0,1.0
3286,2024-01-07 14:04:00,2024-01-07 14:06:00,2024-01-07 14:08:00,2024-01-07 14:01:00,3.0,2.0,2.0
3287,,,,2024-02-02 18:34:00,,,
3288,,,,2024-01-22 13:33:00,,,
3289,,,,2024-01-26 11:18:00,,,
3290,2024-01-12 01:22:00,2024-01-12 01:26:00,2024-01-12 01:28:00,2024-01-12 01:18:00,4.0,4.0,2.0
3291,2024-01-18 02:33:00,,,2024-01-18 02:32:00,1.0,,
3292,2024-01-17 07:29:00,2024-01-17 07:32:00,2024-01-17 07:33:00,2024-01-17 07:26:00,3.0,3.0,1.0
3293,2024-02-02 05:17:00,,,2024-02-02 05:15:00,2.0,,
3294,2024-01-08 01:41:00,2024-01-08 01:44:00,2024-01-08 01:45:00,2024-01-08 01:40:00,1.0,3.0,1.0
3295,,,,2024-01-04 00:30:00,,,
3296,,,,2024-01-19 09:33:00,,,
3297,2024-01-01 05:18:00,2024-01-01 05:22:00,,2024-01-01 05:17:00,1.0,4.0,
3298,2024-01-06 14:27:00,,,2024-01-06 14:26:00,1.0,,
3299,2024-02-04 14:25:00,,,2024-02-04 14:24:00,1.0,,
3300,2024-01-16 16:18:00,2024-01-16 16:19:00,2024-01-16 16:21:00,2024-01-16 16:15:00,3.0,1.0,2.0
3301,2024-01-26 20:04:00,2024-01-26 20:06:00,2024-01-26 20:08:00,2024-01-26 20:00:00,4.0,2.0,2.0
3302,2024-01-14 19:37:00,2024-01-14 19:40:00,2024-01-14 19:43:00,2024-01-14 19:34:00,3.0,3.0,3.0
3303,2024-01-17 04:55:00,2024-01-17 04:56:00,,2024-01-17 04:51:00,4.0,1.0,
3304,2024-01-23 10:05:00,,,2024-01-23 10:04:00,1.0,,
3305,,,,2024-01-12 07:58:00,,,
3306,2024-01-31 08:34:00,2024-01-31 08:35:00,2024-01-31 08:38:00,2024-01-31 08:30:00,4.0,1.0,3.0
3307,2024-01-11 08:52:00,,,2024-01-11 08:48:00,4.0,,
3308,2024-01-28 00:11:00,2024-01-28 00:14:00,2024-01-28 00:18:00,2024-01-28 00:09:00,2.0,3.0,4.0
3309,2024-01-22 09:50:00,,,2024-01-22 09:48:00,2.0,,
3310,2024-01-21 13:15:00,2024-01-21 13:17:00,2024-01-21 13:21:00,2024-01-21 13:11:00,4.0,2.0,4.0
3311,2024-01-25 17:43:00,2024-01-25 17:44:00,,2024-01-25 17:40:00,3.0,1.0,
3312,,,,2024-01-22 23:02:00,,,
3313,,,,2024-01-01 10:09:00,,,
3314,2024-01-20 08:02:00,,,2024-01-20 07:59:00,3.0,,
3315,2024-01-21 17:05:00,,,2024-01-21 17:02:00,3.0,,
3316,2024-01-25 05:42:00,2024-01-25 05:45:00,,2024-01-25 05:41:00,1.0,3.0,
3317,,,,2024-01-06 11:43:00,,,
3318,2024-01-27 13:11:00,,,2024-01-27 13:07:00,4.0,,
3319,2024-01-11 01:03:00,2024-01-11 01:04:00,,2024-01-11 01:01:00,2.0,1.0,
3320,,,,2024-01-08 21:21:00,,,
3321,2024-01-29 23:44:00,2024-01-29 23:45:00,2024-01-29 23:47:00,2024-01-29 23:42:00,2.0,1.0,2.0
3322,2024-02-04 05:15:00,,,2024-02-04 05:14:00,1.0,,
3323,2024-01-29 04:31:00,2024-01-29 04:33:00,2024-01-29 04:36:00,2024-01-29 04:30:00,1.0,2.0,3.0
3324,,,,2024-01-14 02:30:00,,,
3325,2024-01-30 16:13:00,2024-01-30 16:17:00,2024-01-30 16:18:00,2024-01-30 16:09:00,4.0,4.0,1.0
3326,,,,2024-01-27 08:17:00,,,
3327,,,,2024-02-04 09:07:00,,,
3328,2024-01-22 06:44:00,,,2024-01-22 06:40:00,4.0,,
3329,2024-01-05 08:19:00,2024-01-05 08:21:00,2024-01-05 08:23:00,2024-01-05 08:17:00,2.0,2.0,2.0
3330,,,,2024-01-31 19:39:00,,,
3331,,,,2024-01-21 07:06:00,,,
3332,2024-01-28 05:59:00,2024-01-28 06:02:00,2024-01-28 06:05:00,2024-01-28 05:57:00,2.0,3.0,3.0
3333,2024-01-18 12:56:00,2024-01-18 12:58:00,,2024-01-18 12:52:00,4.0,2.0,
3334,,,,2024-01-16 21:10:00,,,
3335,,,,2024-01-11 05:03:00,,,
3336,,,,2024-01-11 01:07:00,,,
3337,,,,2024-01-20 07:52:00,,,
3338,,,,2024-01-14 06:00:00,,,
3339,2024-01-13 15:29:00,2024-01-13 15:33:00,2024-01-13 15:35:00,2024-01-13 15:27:00,2.0,4.0,2.0
3340,2024-01-23 04:20:00,2024-01-23 04:22:00,,2024-01-23 04:18:00,2.0,2.0,
3341,,,,2024-01-08 19:32:00,,,
3342,2024-01-14 05:05:00,2024-01-14 05:07:00,2024-01-14 05:11:00,2024-01-14 05:04:00,1.0,2.0,4.0
3343,2024-02-01 14:12:00,,,2024-02-01 14:09:00,3.0,,
3344,,,,2024-02-03 06:13:00,,,
3345,2024-01-20 20:54:00,2024-01-20 20:56:00,2024-01-20 20:57:00,2024-01-20 20:51:00,3.0,2.0,1.0
3346,,,,2024-01-09 06:06:00,,,
3347,2024-01-12 19:02:00,2024-01-12 19:06:00,2024-01-12 19:08:00,2024-01-12 19:00:00,2.0,4.0,2.0
3348,,,,2024-01-24 12:20:00,,,
3349,2024-01-19 11:32:00,2024-01-19 11:36:00,2024-01-19 11:38:00,2024-01-19 11:31:00,1.0,4.0,2.0
3350,2024-01-24 18:33:00,,,2024-01-24 18:32:00,1.0,,
3351,,,,2024-01-13 02:11:00,,,
3352,2024-01-31 07:33:00,2024-01-31 07:37:00,2024-01-31 07:41:00,2024-01-31 07:29:00,4.0,4.0,4.0
3353,2024-01-14 06:35:00,2024-01-14 06:39:00,2024-01-14 06:40:00,2024-01-14 06:33:00,2.0,4.0,1.0
3354,,,,2024-01-01 19:03:00,,,
3355,2024-01-30 14:26:00,,,2024-01-30 14:24:00,2.0,,
3356,,,,2024-02-01 12:44:00,,,
3357,2024-01-19 04:17:00,2024-01-19 04:18:00,2024-01-19 04:19:00,2024-01-19 04:16:00,1.0,1.0,1.0
3358,2024-01-23 22:40:00,2024-01-23 22:44:00,2024-01-23 22:47:00,2024-01-23 22:38:00,2.0,4.0,3.0
3359,,,,2024-01-18 20:00:00,,,
3360,2024-01-12 09:20:00,2024-01-12 09:23:00,2024-01-12 09:25:00,2024-01-12 09:18:00,2.0,3.0,2.0
3361,2024-01-28 04:07:00,,,2024-01-28 04:06:00,1.0,,
3362,,,,2024-01-29 08:39:00,,,
3363,2024-01-26 09:17:00,,,2024-01-26 09:14:00,3.0,,
3364,,,,2024-01-22 01:19:00,,,
3365,2024-01-07 11:17:00,,,2024-01-07 11:13:00,4.0,,
3366,,,,2024-01-01 02:29:00,,,
3367,,,,2024-01-05 19:13:00,,,
3368,2024-01-16 00:47:00,2024-01-16 00:51:00,2024-01-16 00:52:00,2024-01-16 00:45:00,2.0,4.0,1.0
3369,,,,2024-01-07 20:23:00,,,
3370,2024-01-11 20:21:00,2024-01-11 20:22:00,2024-01-11 20:23:00,2024-01-11 20:20:00,1.0,1.0,1.0
3371,,,,2024-01-10 21:44:00,,,
3372,2024-01-18 14:13:00,2024-01-18 14:14:00,,2024-01-18 14:10:00,3.0,1.0,
3373,,,,2024-01-13 09:37:00,,,
3374,2024-01-21 23:55:00,2024-01-21 23:56:00,2024-01-22 00:00:00,2024-01-21 23:53:00,2.0,1.0,4.0
3375,2024-02-01 04:35:00,2024-02-01 04:39:00,2024-02-01 04:40:00,2024-02-01 04:32:00,3.0,4.0,1.0
3376,2024-02-04 13:04:00,2024-02-04 13:07:00,2024-02-04 13:10:00,2024-02-04 13:00:00,4.0,3.0,3.0
3377,,,,2024-01-16 15:20:00,,,
3378,,,,2024-01-11 14:27:00,,,
3379,,,,2024-01-29 23:35:00,,,
3380,2024-01-04 05:09:00,2024-01-04 05:12:00,,2024-01-04 05:05:00,4.0,3.0,
3381,,,,2024-02-04 10:50:00,,,
3382,2024-01-21 20:53:00,2024-01-21 20:55:00,2024-01-21 20:58:00,2024-01-21 20:49:00,4.0,2.0,3.0
3383,2024-01-21 21:18:00,2024-01-21 21:19:00,2024-01-21 21:22:00,2024-01-21 21:14:00,4.0,1.0,3.0
3384,,,,2024-01-12 19:02:00,,,
3385,2024-01-13 15:48:00,2024-01-13 15:52:00,2024-01-13 15:56:00,2024-01-13 15:47:00,1.0,4.0,4.0
3386,2024-01-29 17:58:00,,,2024-01-29 17:55:00,3.0,,
3387,2024-01-15 06:27:00,,,2024-01-15 06:26:00,1.0,,
3388,2024-01-10 03:53:00,,,2024-01-10 03:52:00,1.0,,
3389,2024-01-21 08:53:00,2024-01-21 08:54:00,2024-01-21 08:57:00,2024-01-21 08:51:00,2.0,1.0,3.0
3390,2024-01-31 07:36:00,2024-01-31 07:38:00,2024-01-31 07:42:00,2024-01-31 07:33:00,3.0,2.0,4.0
3391,,,,2024-01-05 19:38:00,,,
3392,2024-01-31 20:50:00,2024-01-31 20:51:00,2024-01-31 20:55:00,2024-01-31 20:48:00,2.0,1.0,4.0
3393,2024-01-03 16:41:00,,,2024-01-03 16:40:00,1.0,,
3394,,,,2024-01-02 22:21:00,,,
3395,,,,2024-01-16 18:15:00,,,
3396,2024-01-19 06:46:00,2024-01-19 06:48:00,2024-01-19 06:51:00,2024-01-19 06:42:00,4.0,2.0,3.0
3397,2024-01-13 20:16:00,2024-01-13 20:17:00,2024-01-13 20:20:00,2024-01-13 20:14:00,2.0,1.0,3.0
3398,,,,2024-01-16 04:17:00,,,
3399,2024-01-31 00:15:00,2024-01-31 00:16:00,2024-01-31 00:18:00,2024-01-31 00:11:00,4.0,1.0,2.0
3400,2024-01-19 03:54:00,2024-01-19 03:55:00,2024-01-19 03:58:00,2024-01-19 03:50:00,4.0,1.0,3.0
3401,,,,2024-01-16 07:57:00,,,
3402,,,,2024-01-03 08:23:00,,,
3403,2024-01-11 20:45:00,2024-01-11 20:46:00,2024-01-11 20:49:00,2024-01-11 20:44:00,1.0,1.0,3.0
3404,,,,2024-01-04 04:46:00,,,
3405,,,,2024-01-09 16:37:00,,,
3406,2024-01-26 07:03:00,,,2024-01-26 07:01:00,2.0,,
3407,2024-02-03 02:03:00,2024-02-03 02:04:00,2024-02-03 02:08:00,2024-02-03 02:00:00,3.0,1.0,4.0
3408,,,,2024-01-29 14:24:00,,,
3409,,,,2024-01-31 05:18:00,,,
3410,,,,2024-01-15 02:54:00,,,
3411,,,,2024-01-29 11:40:00,,,
3412,2024-01-29 23:27:00,2024-01-29 23:30:00,,2024-01-29 23:25:00,2.0,3.0,
3413,,,,2024-01-09 11:52:00,,,
3414,2024-01-06 01:34:00,,,2024-01-06 01:30:00,4.0,,
3415,2024-02-01 17:48:00,2024-02-01 17:52:00,2024-02-01 17:55:00,2024-02-01 17:44:00,4.0,4.0,3.0
3416,2024-01-31 10:04:00,,,2024-01-31 10:03:00,1.0,,
3417,2024-01-01 20:04:00,2024-01-01 20:08:00,2024-01-01 20:09:00,2024-01-01 20:00:00,4.0,4.0,1.0
3418,2024-02-03 13:47:00,2024-02-03 13:48:00,2024-02-03 13:50:00,2024-02-03 13:46:00,1.0,1.0,2.0
3419,,,,2024-01-03 03:52:00,,,
3420,2024-01-16 21:51:00,2024-01-16 21:54:00,2024-01-16 21:55:00,2024-01-16 21:49:00,2.0,3.0,1.0
3421,2024-01-26 18:34:00,,,2024-01-26 18:33:00,1.0,,
3422,,,,2024-01-06 15:34:00,,,
3423,2024-01-20 10:43:00,2024-01-20 10:45:00,,2024-01-20 10:41:00,2.0,2.0,
3424,,,,2024-01-01 15:50:00,,,
3425,,,,2024-01-15 23:14:00,,,
3426,2024-01-09 12:57:00,2024-01-09 13:00:00,2024-01-09 13:03:00,2024-01-09 12:53:00,4.0,3.0,3.0
3427,2024-01-15 09:51:00,2024-01-15 09:52:00,2024-01-15 09:56:00,2024-01-15 09:47:00,4.0,1.0,4.0
3428,2024-01-21 22:26:00,,,2024-01-21 22:22:00,4.0,,
3429,2024-01-23 07:41:00,2024-01-23 07:42:00,2024-01-23 07:43:00,2024-01-23 07:38:00,3.0,1.0,1.0
3430,,,,2024-01-08 16:59:00,,,
3431,2024-01-18 04:26:00,2024-01-18 04:30:00,2024-01-18 04:34:00,2024-01-18 04:24:00,2.0,4.0,4.0
3432,2024-01-31 14:25:00,,,2024-01-31 14:23:00,2.0,,
3433,,,,2024-01-23 14:42:00,,,
3434,2024-01-10 19:23:00,2024-01-10 19:24:00,2024-01-10 19:25:00,2024-01-10 19:19:00,4.0,1.0,1.0
3435,2024-01-16 10:25:00,2024-01-16 10:28:00,2024-01-16 10:30:00,2024-01-16 10:21:00,4.0,3.0,2.0
3436,,,,2024-02-04 14:58:00,,,
3437,,,,2024-02-02 19:49:00,,,
3438,2024-01-20 23:21:00,2024-01-20 23:24:00,2024-01-20 23:26:00,2024-01-20 23:18:00,3.0,3.0,2.0
3439,,,,2024-01-30 09:15:00,,,
3440,,,,2024-01-29 01:20:00,,,
3441,,,,2024-01-03 02:47:00,,,
3442,2024-01-09 02:15:00,2024-01-09 02:16:00,2024-01-09 02:18:00,2024-01-09 02:11:00,4.0,1.0,2.0
3443,,,,2024-01-22 13:48:00,,,
3444,,,,2024-01-02 18:15:00,,,
3445,2024-01-18 06:06:00,2024-01-18 06:09:00,2024-01-18 06:12:00,2024-01-18 06:03:00,3.0,3.0,3.0
3446,2024-01-01 23:28:00,2024-01-01 23:29:00,,2024-01-01 23:27:00,1.0,1.0,
3447,,,,2024-01-28 13:52:00,,,
3448,,,,2024-01-03 21:15:00,,,
3449,2024-01-30 07:16:00,2024-01-30 07:17:00,2024-01-30 07:18:00,2024-01-30 07:14:00,2.0,1.0,1.0
3450,2024-01-11 05:15:00,2024-01-11 05:18:00,2024-01-11 05:20:00,2024-01-11 05:11:00,4.0,3.0,2.0
3451,2024-01-06 14:31:00,,,2024-01-06 14:27:00,4.0,,
3452,2024-01-28 12:03:00,2024-01-28 12:06:00,,2024-01-28 12:02:00,1.0,3.0,
3453,,,,2024-01-11 21:22:00,,,
3454,2024-01-22 13:01:00,,,2024-01-22 12:59:00,2.0,,
3455,2024-01-12 09:39:00,2024-01-12 09:42:00,2024-01-12 09:45:00,2024-01-12 09:35:00,4.0,3.0,3.0
3456,2024-01-13 18:15:00,2024-01-13 18:18:00,2024-01-13 18:21:00,2024-01-13 18:11:00,4.0,3.0,3.0
3457,2024-01-05 09:10:00,2024-01-05 09:13:00,2024-01-05 09:16:00,2024-01-05 09:06:00,4.0,3.0,3.0
3458,2024-01-29 02:18:00,2024-01-29 02:22:00,2024-01-29 02:23:00,2024-01-29 02:17:00,1.0,4.0,1.0
3459,2024-01-20 12:49:00,2024-01-20 12:51:00,2024-01-20 12:52:00,2024-01-20 12:45:00,4.0,2.0,1.0
3460,,,,2024-01-11 09:48:00,,,
3461,,,,2024-01-02 23:04:00,,,
3462,2024-01-13 03:40:00,2024-01-13 03:41:00,2024-01-13 03:44:00,2024-01-13 03:36:00,4.0,1.0,3.0
3463,,,,2024-01-12 11:39:00,,,
3464,,,,2024-01-04 01:21:00,,,
3465,2024-01-05 00:34:00,2024-01-05 00:37:00,2024-01-05 00:38:00,2024-01-05 00:30:00,4.0,3.0,1.0
3466,,,,2024-01-11 17:49:00,,,
3467,2024-01-15 10:58:00,,,2024-01-15 10:56:00,2.0,,
3468,2024-01-12 05:37:00,2024-01-12 05:38:00,2024-01-12 05:42:00,2024-01-12 05:34:00,3.0,1.0,4.0
3469,,,,2024-01-06 14:56:00,,,
3470,2024-01-27 13:26:00,2024-01-27 13:29:00,2024-01-27 13:30:00,2024-01-27 13:24:00,2.0,3.0,1.0
3471,2024-01-21 04:39:00,,,2024-01-21 04:38:00,1.0,,
3472,,,,2024-01-11 13:42:00,,,
3473,2024-01-19 13:02:00,,,2024-01-19 12:59:00,3.0,,
3474,2024-02-04 14:29:00,2024-02-04 14:32:00,2024-02-04 14:34:00,2024-02-04 14:25:00,4.0,3.0,2.0
3475,2024-01-15 06:15:00,2024-01-15 06:18:00,2024-01-15 06:21:00,2024-01-15 06:14:00,1.0,3.0,3.0
3476,2024-01-17 18:29:00,2024-01-17 18:33:00,2024-01-17 18:35:00,2024-01-17 18:28:00,1.0,4.0,2.0
3477,,,,2024-01-18 19:34:00,,,
3478,2024-02-04 13:28:00,2024-02-04 13:30:00,,2024-02-04 13:26:00,2.0,2.0,
3479,2024-01-25 20:41:00,2024-01-25 20:44:00,2024-01-25 20:46:00,2024-01-25 20:38:00,3.0,3.0,2.0
3480,2024-01-07 04:26:00,,,2024-01-07 04:24:00,2.0,,
3481,2024-01-22 16:40:00,2024-01-22 16:41:00,2024-01-22 16:43:00,2024-01-22 16:38:00,2.0,1.0,2.0
3482,2024-01-05 12:29:00,2024-01-05 12:30:00,2024-01-05 12:33:00,2024-01-05 12:25:00,4.0,1.0,3.0
3483,2024-01-03 21:51:00,,,2024-01-03 21:50:00,1.0,,
3484,2024-01-28 00:26:00,,,2024-01-28 00:23:00,3.0,,
3485,2024-01-26 02:01:00,2024-01-26 02:03:00,2024-01-26 02:06:00,2024-01-26 01:58:00,3.0,2.0,3.0
3486,,,,2024-01-18 11:16:00,,,
3487,2024-02-04 02:29:00,,,2024-02-04 02:26:00,3.0,,
3488,,,,2024-01-18 07:52:00,,,
3489,2024-01-31 11:51:00,2024-01-31 11:52:00,2024-01-31 11:54:00,2024-01-31 11:47:00,4.0,1.0,2.0
3490,2024-01-05 11:47:00,,,2024-01-05 11:46:00,1.0,,
3491,,,,2024-01-01 23:55:00,,,
3492,,,,2024-01-20 19:17:00,,,
3493,,,,2024-01-14 03:58:00,,,
3494,2024-01-26 10:17:00,,,2024-01-26 10:15:00,2.0,,
3495,2024-01-30 18:49:00,2024-01-30 18:51:00,2024-01-30 18:55:00,2024-01-30 18:46:00,3.0,2.0,4.0
3496,2024-01-23 14:29:00,2024-01-23 14:31:00,2024-01-23 14:34:00,2024-01-23 14:27:00,2.0,2.0,3.0
3497,,,,2024-01-12 00:51:00,,,
3498,,,,2024-01-05 08:57:00,,,
3499,,,,2024-01-23 08:28:00,,,
3500,2024-01-06 00:59:00,,,2024-01-06 00:58:00,1.0,,
3501,2024-01-13 17:19:00,2024-01-13 17:22:00,2024-01-13 17:23:00,2024-01-13 17:18:00,1.0,3.0,1.0
3502,2024-02-03 17:17:00,,,2024-02-03 17:15:00,2.0,,
3503,,,,2024-01-02 02:06:00,,,
3504,2024-01-08 04:28:00,,,2024-01-08 04:27:00,1.0,,
3505,2024-01-31 07:50:00,2024-01-31 07:51:00,2024-01-31 07:53:00,2024-01-31 07:46:00,4.0,1.0,2.0
3506,2024-01-01 19:52:00,,,2024-01-01 19:51:00,1.0,,
3507,2024-01-18 21:22:00,2024-01-18 21:23:00,2024-01-18 21:24:00,2024-01-18 21:19:00,3.0,1.0,1.0
3508,2024-01-04 11:51:00,2024-01-04 11:54:00,2024-01-04 11:58:00,2024-01-04 11:47:00,4.0,3.0,4.0
3509,2024-01-19 00:37:00,,,2024-01-19 00:36:00,1.0,,
3510,2024-01-04 19:36:00,2024-01-04 19:39:00,2024-01-04 19:41:00,2024-01-04 19:33:00,3.0,3.0,2.0
3511,,,,2024-01-10 16:38:00,,,
3512,,,,2024-01-12 23:51:00,,,
3513,2024-01-22 07:52:00,2024-01-22 07:53:00,2024-01-22 07:56:00,2024-01-22 07:51:00,1.0,1.0,3.0
3514,,,,2024-01-01 06:31:00,,,
3515,,,,2024-01-03 11:44:00,,,
3516,,,,2024-01-24 01:26:00,,,
3517,2024-01-19 00:35:00,,,2024-01-19 00:33:00,2.0,,
3518,,,,2024-01-25 11:12:00,,,
3519,,,,2024-02-03 18:51:00,,,
3520,2024-01-13 00:03:00,2024-01-13 00:05:00,2024-01-13 00:08:00,2024-01-13 00:00:00,3.0,2.0,3.0
